comments,ratings
"khu chợ tân định này có rất nhiều quán ăn nổi tiếng. mình cũng đã có cơ hội ăn nhìu quán tại đây  nhưng khi thưởng thức mì khô quảng châu thì phải thốt ra một câu: ""quá ngon"".

đây là xe mì có tuổi thọ đã hơn 30 năm  được phát triển từ nhiều thế hệ trong gia đình. mặc dù nằm lọt thỏm trong khu ăn uống nhưng quán cũng dễ tìm lắm. nếu các bạn đi ăn vào buổi tối  thì bạn sẽ thấy quán nằm ngay phía tay trái đầu đường nguyễn hữu cầu (từ hai bà trưng quẹo vô). sẽ có người hướng dẫn các bạn để xe ở nhà đối diện.

menu của quán cũng giống như các quán mì tàu khác  chủ yếu vẫn là các món mì  hủ tiếu  hoành thánh...  ngoài ra quán còn có bán thêm cháo. mình với các bạn mình kêu thử mì khô  hủ tiếu và hoành thánh. bạn có thể ăn kèm với xá xíu  tôm  cật  hoặc trộn chung tất cả các thứ đó lại với nhau khá ngon (tôm và cật rất chất lượng nhé  miếng nào miếng nấy cũng to bằng lòng bàn tay). sợi mì được làm thủ công  rất dai  và có mùi thơm đặc trưng của bột mì. đặc biệt hơn  khi bạn thưởng thức mì khô hay hủ tiếu khô thì bạn sẽ được nếm thử hương vị nước sốt gia truyền của quán (nghe bác chủ quán chia sẻ là nước sốt này được hòa trộn từ nước tương nhật  dầu hào  dấm đỏ...)  khi ăn sẽ thấy vị đậm đà và thơm ngất ngây. hoành thánh cũng rất  được   nhân nhiều  ngọt thanh (vì chỉ toàn tôm thịt  nếu muốn bạn có thể  đặt  hoành thánh tôm tươi  cực kỳ hấp dẫn đó nha!). nước dùng thì trong vắt  và vị ngọt thì rất thanh  không gắt cổ  bởi vì ở đây dùng 100% xương để hầm nước ngọt  không có bỏ bột ngọt đâu đó.

ở quán có rất nhiều nhân viên  nhưng ai cũng dễ thương và phục vụ rất nhiệt tình. nếu may mắn bạn có thể được nghe bác chủ quán trò chuyện về sự tích xe mì  về tâm huyết hơn 30 năm bán mì của bác  bảo đảm rất hấp dẫn và lý thú.

về giá cả thì cũng rất  được   trung bình là 40-50 cho một tô mì 2 vắt đầy ắp  mình ăn xong 1 tô là no ứ hự muốn lăn về nhà luôn.

chắc chắn lần sau nếu có dịp mình sẽ giới thiệu bạn bè để trở lại ăn tại quán thêm nhiều nhiều lần nữa.",10
do ở nhà không có đồ ăn nên mình đặt trên foody. phải nói là quá ngon quá chất lượng rất hợp với túi tiền 😍😍😍😍,10
mình hay ăn ở quán này  mọi khi ăn cũng tương đối  được i. nhưng hôm nay đặt lại thì giá thấy lên cao  đã vậy chất lượng thì kém quá. thịt vịt bị hôi  và dài nữa chứ. cứ như đồ cũ vậy. mình đặt 2 tô  mỗi tô giá 840. chán quán này rồi đó,1
"đây là lần đầu tiên mình vô đây và cũng có lẽ là lần cuối cùng. đồ ăn ở đây rất ngon  rất trung hoa từ nước chấm đến món ăn. nhưng phục vụ cực kì chán  kiểu như không đón tiếp cho lắm. mình và bạn vừa bước vô đã ""được"" phục vụ nhìn ""kĩ lưỡng"" lắm rồi; thứ 2 - bạn mình đang ăn thì no nên dừng lại nói chuyện thì bị phục vụ lại dẹp thức ăn mà không 1 câu hỏi trước (mình xin phép giấu tên bạn pv)  thua rất nhiều quán 3-4* mà mình hay ăn về điều này; thứ 3 - tính tiền ra tụi mình ăn tầm 400 mấy  luôn phí phục vụ + thuế luôn là 560  bạn mình đưa 60 và không thấy hồi âm lại tiền thừa?? đáng ra ở những quán khác mình sẵn sàng tips  tuy nhiên nhà hàng nào tính phí phục vụ thì mình không tip  hơn nữa với thái độ nhân viên ở đây mình thấy tip thực sự uổng . đương nhiên cuối cùng là tụi mình về vì ngồi khá lâu uống nước nhưng không mang tiền thừa lại; cuối cùng - đi ăn ở 1 nơi như vậy mà phí giữ xe hẳn 10?? (bt mình có thể cho ng giữ xe 10-20 mà không hề hối tiếc nếu nó xứng đáng)
nhà hàng lớn nhưng thấy nhiều khách phản hồi trên fan page về nhân viên phục vụ lắm rồi nhưng đến khi mình đi ăn cũng không cải thiện cho lắm. bây h quán ăn  nhà hàng mọc lên nhiều  quán ngon và sang cũng rất nhiều. nhưng đẳng cấp thực sự là khi quán ngon sạch + phục vụ tốt!!",4
"quán ăn ngon nhưng chờ lâu nha
nhưng nhân viên phục vụ kém  chậm
chờ rất lâu mới có đồ ăn  ăn hết rồi chưa fill lại
mình ăn vài lần mà có lần xin mắm thêm kiểu cũng khó chịu không muốn cho.
nói chung chán hết sức",1
"sáng đói bụng đặt hộp đặc biệc 350  giao tới mở ra thấy đắt cười ) vừa ít vừa chán  bún thì nhìu thịt miếng xíu nghĩ sao 350? làm ăn kiểu đó ng ta đặt lần 1 không có lần 2 nhen làm ăn cho đàng quàng lại dùm
đây là hộp bún đặc biệc 350 nhen mọi ng ai tính ăn né né ra nha",1
"***giữ xe nó thu tôi 50 cơ :""( phát chán  ăn tô phở 80 90 không lẽ không có 50 để trả nhưng nói thật thà trả tổng 10 tô phở còn hơn phải trả 50 cho bà giữ xe. họ nhiều khắc rồi  họ chả cần thêm khách nên phải tìm cách đuổi",1
"bánh ở đây khá ổn  ngon nhưng hơi ít về loại cũng như số lượng... gần nhà nên ghé thường xuyên lắm  mà đa số những lần mình ghé thì bánh trong tủ lạnh phía trong không đủ loại  quá ít (hay tại mình ghé không đúng lúc?)  làm mình muốn thử tiramisu ở đây mà toàn hết! bánh castella cheesecake (nhớ không rõ nữa .) ngon  to ăn đã ) nhưng ở đây có điểm trừ to đùng là có vài bạn nhân viên hơi chảnh  thiếu thân thiện  bạn ở quầy thanh toán thì  được   đặc biệt có bạn lùn lùn đeo mắt kiếng cực kì khó chịu  mất thiện cảm cực kì! mấy lần ghé thì mặt hầm hầm  dòm soi mói khách  mấy lần trước lấy sanwhich ngay gần quầy tính tiền luôn không sao  mấy bạn kia không nói gì  còn lần đó bạn ấy thấy mình lấy còn nạt mình là ""bánh không lấy ở đó  trong tủ chị ơi!"". ờ thì mình không biết  tại mấy lần trước không ai nói gì  mà nói đàng hoàng không sao phải tỏ tháy độ vậy? có lần còn thấy bạn đó nạt chú bảo vệ đáng tuổi cha mình nữa! nhìn tội nghiệp chú  chú này thân thiện  dễ thương ăn đứt mấy bạn nhân viên bên trong luôn ) 
à bánh này ăn cũng ngon nữa ^^ 
có muffin ở đây khô ăn chán lắm!",7
"nhà hàng pháp rất ngon
có một dạo mình bị nghiện đồ pháp  nên cứ đi ăn hoài. sau đó rút ra kết luận đây là một trong những nhà hàng pháp mình thích nhất. thích từ món khai vị truffle scrambled egg  đến gan ngỗng quá ngon  và sò điệp tươi rói. phô mai quán tự làm mình cũng thích nữa. nói chung về đồ ăn pháp mình nghĩ ở đây ngon nhất rồi.
gọi theo meal ăn rất nhiều và lâu nha. 1 meal 2 món chính sẽ ăn khoảng 3 tiếng ))) tha hồ ngồi nước luôn. mà no lắm nha  vì cứ lên đồ ăn liên tục  mình nghĩ ai ăn ít ăn không nổi đâu. giữa các món có phục vụ kem ăn để miệng không lẫn hương vị các món sau  rất hay.
điểm trừ là mấy món tráng miệng ăn chán quá. hoặc cũng có thể do mình no quá rồi nên không ngon. nhưng macaron làm quá cứng và ngọt luôn huhu... giá khá cao. phục vụ cực tốt  trong bữa ăn nhân viên cứ ra hỏi khách ăn ngon không  có vđ gì không nên mình rất hài lòng.",8
"cảm nhận đầu tiên khi bước vào nhà hàng này là mình thấy giống trong mấy phim ngày xưa chuyển thể từ tiểu thuyết hồ biểu chánh  thời kì pháp thuộc vậy đó. đúng kiểu villa sang trọng  hồ bơi nho nhỏ  các chị phục vụ lại trong trang phục áo dài việt  y như mấy nhà quyền quý trong phim ^^. không gian trong nhà có 1 gian phòng nhỏ chưa nhiều rượu vang nhìn rất thích. tuy nhiên mình chọn ngồi ngoài trời hít thở không khí trong lành và ngắm hồ bơi.
menu nhà hàng chia ra khá rõ các món starter  main dish và có hẳn 1 phần kê giá tổng quát các món thuộc phần starter đồng giá bao nhiêu  main dish đồng giá bao nhiêu. mình đi với mấy người bạn nên mỗi người chọn 1 món  ngán thịt bò quá nên mình chọn tôm hùm sốt bơ. phải nói là thịt tôm rất tươi ngon  vị sốt rất vừa  thơm.
tuy nhiên trước bữa ăn chính  sau khi  đặt  thì bạn sẽ được serve 1 viên kem lạnh. mình thấy hợp lý vì khi ăn ngọt xong dạ dày sẽ kích thích thèm ăn hơn và ăn món mặn sẽ ngon hơn.
sau đó sẽ là món ăn khai vị với bánh mì  bơ  trứng kiểu pháp.
nhà hàng này mang đúng khẩu vị pháp  phục vụ cũng rất nhiệt tình  không gian lại đẹp nên dĩ nhiên giá khá chát nhưng đúng là đáng tiền lắm các bạn ạ!",8
"bữa thấy mấy hot foodee bình luận chỗ này ngon rẻ nên 2d cũng đi thử. vô kêu lẩu ếch  hỏi phần này mấy người nhân viên trả lời 2 mà trong lòng tự nghĩ 550 cái lẩu mà 2ng ăn đủ mới hài. gọi thêm súp tôm  cháo hàu nữa. đợi lâu thiệt lâu và kêu réo hỏi nhân viên này kia mới mang ra được cái lẩu. nhìn lèo tèo  ếch chắc được 1 con  rau 150 bún 5 or 10 tính riêng. nước lẩu vị ổn mà chả thấy rẻ gì  rau bún vô cũng 80 90 cái lẩu mà có nhiêu để ăn đâu.
phục vụ thì chán hơn cả chữ chán. đang ăn hết gas  kêu đến 3 nhân viên thay mà lơ vẫn lơ. chắc được dặn lẩu rẻ hạn chế thay gas ]]] nên thôi kệ mợ luôn.
ăn gần hết lẩu cũng chả thấy 2 món còn lại đâu  bực quá ra thẳng thu ngân kêu tính tiền. chớ nhờ mấy cha mấy mẹ nhân viên chắc đến sáng luôn. nói thu ngân hủy mấy món còn lại  tính lẩu thôi. rồi mình ra bàn ngồi thì nhân viên bưng chén súp tôm ra với tốc độ ánh sáng ]]] nói là báo hủy rồi thì nhân viên trả lời tại bếp lỡ làm thông cảm gì gì. bớt xạo  mấy món đó nấu sẵn hết rồi có múc ra cũng lâu. sao mới kêu tính tiền cái ra lẹ vậy? chơi chiêu. nhìn chén súp là thấy dở mà nhân viên nói xong để lên bàn nên thôi ăn dùm. dở dã man  dạng này là súp chỉ có bột và trứng còn ai kêu súp tôm thì bỏ tôm thêm vô  cua thì bỏ cua  óc bỏ óc vô. súp lạt lẽo  đúng nghĩa nấu trứng và bột+ nước (hông phải nước dùng). 
nói chung đồ ăn không ngon  chả rẻ. nhân viên như gì. không thà bỏ thêm tí tiền ăn cái lẩu cho đáng gọi là lẩu. không trở lại.",1
"- vị trí trong hẻm nhưng dễ tìm
- nhân viên nhanh nhẹn  quán ra món nhanh
- giá: 45-50 (ko đắt so với đa số quán ramen nhưng tiền nào của đó nhe)
- thức ăn:
mì ramen xá xíu: xá xíu mềm (3 miếng)  nước dùng giống mì hoành thánh  cọng mì ăn khá bột.
ramen gà: nêm nếm ổn.
2 phần như trên 2 người ăn khá no  nhưng món ăn bị lai việt nhiều quám không nghĩ ăn mì ramen luôn. ai ăn những quán đúng của ng nhật sẽ thấy món ăn ở đây khá chán.",4
phải nói là mình có thể ăn mỗi ngày 1 bát bún bò ở đây mà không chán. quán này nước dùng bằng xương ống và nước dùng ngọt đúng là từ xương nên ngọt thanh chứ không phải ngọt do gia vị nhé  đồ ăn lúc nào cũng tươi hết. mình cứ quên xin sdt để mình gọi đặt hàng cho người đến lấy đỡ phải ra mua huhu  giá lại mềm. sẽ ủng hộ quán nhiều hơn nữa.,10
quán***gì gọi đặt hàng hơn 1 tiếng kêu giao rồi. giao cho người vận chuyển rồi.***từ quán qua nhà tao chưa được 10p. làm ăn chán vãi***,1
mình đã từng đến khá nhiều địa điểm của highlands và đây là một trong những địa điểm để lại ấn tượng với mình. nằm ở mặt tiền vạn hạnh mall là một trong những điểm sáng mà highlands coffee có được. thức uống độc đáo  vừa ngon mắt lại vừa ngon miệng lại còn luôn cập nhật thức uống liên tục khiến các mon nước ở đây không nhàm chán. lúc mình đi lại còn được khuyến mãi mua bánh giá rẻ với chỉ 10.0( giá gốc là 29.0) khi mua kèm với nước. không gian có phần náo nhiệt  không thích hợp cho những người thích sự yên tĩnh và những người muốn tập trung vào công việc. tuy vậy nhưng mình vẫn đánh giá cao highlands coffee vạn hạnh mall là một điểm hẹn tuyệt vời!,10
"trưa chán cơm thèm mì nên mình với chị cùng phòng hẹn hò nhau đặt mì với salad  cơm cuộn ở đây
lúc giao đến vẫn còn nóng hổi  thơm nghi ngút cả phòng ai đi ra đi vào cũng ngó cũng hỏi chứ  ngại chết đi đc
nhưng mà công nhận ăn ngon lắm ! hai chị em khá ngạc nhiên  không biết vì lâu không ăn mì với cơm cuộn hay tại nó quán ngon mà ăn xong vẫn thòm thèm híc híc",10
"mình thấy đồ ăn ở đây rất bình thường chỉ được mỗi món lagsana là ngon thui ạ còn pizza thì thua xa 4ps và bò thì thua xa xa moo beef nên feedback các bạn đừng gọi bò nhé  mình gọi phần đắt nhất mà ăn chán thôi rồi vừa bở vừa nhạt nhẽo. 
nhân viên nhiệt tình bình thường ạ 🙄",5
mua 2 phần cơm ngon không cưỡng lại được ăn cơm rồi kêu thêm trứng với xúc xích trứng chiên kiểu lòng đào nhìn bắt mắt đẹp xx thì to ơi là to .cơ mà đề nghị quán nấu thêm canh súp lần nào kêu thêm về cũng hết súp hơi chán nhệ,8
